Respondent Id,Completed Date,CSAT score,What are your most important reasons for giving us that score?,CONTRACT_ID,Sub-Product,How would you rate the service you received from the consultant handling your enquiry?,Weâd love to know what the consultant did to earn such a rating?,CALL_TYPE,SUBCATEGORY,How could the consultant improve how they handled your enquiry?,OPERATOR,PRIMARY_DIVISION,INTERACTION_DATE,"Thinking about your call, was your enquiry resolved?",Category Summary: What are your most important reasons for giving us that score?,CLASSIFICATION,Date Convert,Completed Date 2,Week Ending,Month,Bank IVR Skill,Tribe,CSAT Group,Theme - Good,Theme - Improve,CSAT Theme,ASAT Group,ASAT Theme,Other and Non product Validation,CSAT Verbatim Group,CSAT Days,CSAT Verbatim and Classification Group,ASAT Verbatim Group,ASAT Days,Tribe Copy,Supervisor,ID,Work Type,FCR,FCR Yes,FCR No,Wave,CSAT_Combined_Text,ASAT_Combined_Text,CSAT_Clean_Text,ASAT_Clean_Text
11194740,7/21/2025 11:28:13 AM,8,,437621826,AMP ESSENTIAL HOME LOAN,9,,Call - Inbound,Maintenance / Servicing,,"Flores, James",Genpact BCC,2025-07-14,"Yes, on first call",,Loan Repayments,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Loan Repayments,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740047848,Lending,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,9 nan,csat verbatim,
11194732,7/21/2025 11:05:36 AM,10,relaxed and competent service advisor,395361660,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,10,Intelligent! Personable!,Call - Inbound,Retention,,"Cruz, Marinella",Genpact LandE,2025-07-18,"Yes, on first call",ALL->Knowledge and Competence_; People Interaction->Knowledge and Competence,Interest Rate,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Interest Rate,No Verbatim,1,Lending Existing Customer,"Tonga, Juvirose",740048645,Distribution | Retention,Yes,1,0,0,relaxed and competent service advisor ALL->Knowledge and Competence_; People Interaction->Knowledge and Competence 0 nan nan,10 nan,relaxed competent allknowledge competence people interactionknowledge competence,
11194731,7/21/2025 11:03:06 AM,10,Very thorough and fast transfer as well,761976118,AMP BUSINESS SAVER ACCOUNT,8,,Call - Inbound,Work in Progress Enquiry,,"Santelices, Roanne",Genpact BCC,2025-07-18,"Yes, on first call",ALL->Helpfulness_; ALL->Timeliness_; Effort/Resolution->Timeliness; People Interaction->Helpfulness,Transaction Account App,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction Account App,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740047907,Deposit | My AMP,Yes,1,0,1,Very thorough and fast transfer as well ALL->Helpfulness_; ALL->Timeliness_; Effort/Resolution->Timeliness; People Interaction->Helpfulness 0 nan nan,8 nan,thorough fast transfer well allhelpfulness alltimeliness effortresolutiontimeliness people interactionhelpfulness,
11194730,7/21/2025 11:02:56 AM,8,it's good,TD127365443,,9,good Communication,Call - Inbound,,,"Avila, Melgie",Genpact BCC,2025-07-14,"Yes, on first call",ALL->General Pos/Neg_; Overall Comments->General Pos/Neg,,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740037153,Deposit | My AMP,Yes,1,0,2,it's good ALL->General Pos/Neg_; Overall Comments->General Pos/Neg 0 nan nan,9 nan,allgeneral posneg overall commentsgeneral posneg,
11194727,7/21/2025 10:55:11 AM,8,Good interest rates,714543332,OFFSET DEPOSIT ACCOUNT,10,,Call - Inbound,Close Account,,"Penaredondo, Jackieline",Genpact BCC,2025-07-18,"Yes, on first call",ALL->Investment Results_; Products->Investments->Investment Results,Transaction Account,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction Account,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048500,Lending,Yes,1,0,2,Good interest rates ALL->Investment Results_; Products->Investments->Investment Results 0 nan nan,10 nan,interest rates allinvestment results productsinvestmentsinvestment results,
11194724,7/21/2025 10:47:07 AM,8,Prompt response times,TD723210779,,10,She carried out my instructions professionally and promptly,Call - Inbound,Online,,"San Luis, Vanessa Ana",Genpact BCC,2025-07-14,"Yes, on first call",ALL->Timeliness_; Effort/Resolution->Timeliness,Password Reset,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Password Reset,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740036531,Deposit | My AMP,Yes,1,0,2,Prompt response times ALL->Timeliness_; Effort/Resolution->Timeliness 0 nan nan,10 nan,prompt response times alltimeliness effortresolutiontimeliness,
11194723,7/21/2025 10:43:10 AM,0,I wanted to do an early break of term for my term deposits and never thought it would be a nightmare experience!,TD582736237,,10,"Yuricia was superb, patient and knowledgeable to address my concerns and action on it. She is an asset.",Call - Inbound,,,"Matsubara, Yuricia",Genpact BCC,2025-07-18,Too early to tell,ALL->General Pos/Neg_; Overall Comments->General Pos/Neg,,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Term Deposit process,Term Deposit process,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048439,Deposit | My AMP,,0,0,1,I wanted to do an early break of term for my term deposits and never thought it would be a nightmare experience! ALL->General Pos/Neg_; Overall Comments->General Pos/Neg Term Deposit process Term Deposit process nan,10 nan,wanted early break term deposits never thought nightmare experience allgeneral posneg overall commentsgeneral posneg term deposit process term deposit process,
11194718,7/21/2025 10:32:47 AM,5,"Statements not being sent in the post any more. Interest calculation on savings account is complicated and stretched over 3 months. On previous calls to AMP, I have apparently been given incorrect information. I am, therefore, unsure if the current information given to me is correct.",568633596,AMP SAVER ACCOUNT,8,,Call - Inbound,Online,"The information given to me by Montecarlo is different from what I have been told previously, hence my reduced rating.  If the information given to me by Montecarlo is correct, then I have no complaints with his service.  He was helpful and clear in what he said.  I am just unsure about AMP's actual procedures.  Every time I speak to someone (overseas) in AMP, I am told something different.  This is not necessarily Montecarlo's fault.  I suspect that it was my previous dealing with AMP which was less than optimal.","Lunas, Montecarlo",Genpact BCC,2025-07-14,Too early to tell,ALL->Accuracy/Mistakes_; ALL->Calling AMP_; ALL->Ease of Service_; ALL->Follow up/Responsiveness_; ALL->Information Accuracy_; ALL->Offline Statements_; ALL->Processes/Procedures_; ALL->Products-General_; Communication->Information Accuracy; Communication->Offline Statements; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Processes/Procedures; Overall Comments->Ease of Service; Phone/Call Center->Calling AMP; Products->Products-General,Other,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Deposit rates,Deposit rates,Positive,,,with CSAT Verbatim,1,Other,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,,0,0,1,"Statements not being sent in the post any more. Interest calculation on savings account is complicated and stretched over 3 months. On previous calls to AMP, I have apparently been given incorrect information. I am, therefore, unsure if the current information given to me is correct. ALL->Accuracy/Mistakes_; ALL->Calling AMP_; ALL->Ease of Service_; ALL->Follow up/Responsiveness_; ALL->Information Accuracy_; ALL->Offline Statements_; ALL->Processes/Procedures_; ALL->Products-General_; Communication->Information Accuracy; Communication->Offline Statements; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Processes/Procedures; Overall Comments->Ease of Service; Phone/Call Center->Calling AMP; Products->Products-General Deposit rates Deposit rates nan",8 nan,statements sent post interest calculation savings account complicated stretched months previous amp apparently given incorrect information therefore unsure current information given correct allaccuracymistakes allcalling amp allease allfollow upresponsiveness allinformation accuracy alloffline statements allprocessesprocedures allproductsgeneral communicationinformation accuracy communicationoffline statements effortresolutionaccuracymistakes effortresolutionfollow upresponsiveness effortresolutionprocessesprocedures overall commentsease phonecall centercalling amp productsproductsgeneral deposit rates deposit rates,
11194709,7/21/2025 10:19:19 AM,0,"Spent 2 hours on the phone, multiple people who needed to transfer me to another person, none of them in Australia to get suspended account which had a credit balance reactivated to tf funds. Card/Apple Pay still does not work",659590516,AMP ACCESS ACCOUNT,8,,Call - Inbound,Transactions,Should have spoken to her first,"Tanes, Cherrydel",Genpact BCC,2025-07-18,Not yet resolved,ALL->Follow up/Responsiveness_; ALL->Products-General_; ALL->Timeliness_; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness; Products->Products-General,Funds Transfer,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Positive,,,with CSAT Verbatim,1,Funds Transfer,with Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048418,Deposit | My AMP,No,0,1,1,"Spent 2 hours on the phone, multiple people who needed to transfer me to another person, none of them in Australia to get suspended account which had a credit balance reactivated to tf funds. Card/Apple Pay still does not work ALL->Follow up/Responsiveness_; ALL->Products-General_; ALL->Timeliness_; Effort/Resolution->Follow up/Responsiveness; Effort/Resolution->Timeliness; Products->Products-General Service - BCC Service - BCC nan",8 nan,spent hours phone multiple people needed transfer another australia get suspended account credit balance reactivated tf funds cardapple pay still work allfollow upresponsiveness allproductsgeneral alltimeliness effortresolutionfollow upresponsiveness effortresolutiontimeliness productsproductsgeneral bcc,
11194707,7/21/2025 10:18:41 AM,10,,216979205,AMP ESSENTIAL HOME LOAN,10,,Call - Inbound,Retention,,"Lorica, Anna Shereena",Genpact LandE,2025-07-11,"Yes, on first call",,Discharge Request,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Discharge Request,No Verbatim,1,Lending Existing Customer,"Tonga, Juvirose",-,Distribution | Retention,Yes,1,0,0,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11194702,7/21/2025 10:15:34 AM,10,,380513898,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,10,,Call - Inbound,Work in Progress Enquiry,,"Pulumbarit, Anna",Genpact BCC,2025-07-18,"Yes, on first call",,Discharge / Close,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Discharge / Close,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740031261,Lending,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11194689,7/21/2025 10:02:32 AM,9,,284909628,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST (INVESTMENT),10,,Call - Inbound,Product Enquiry,,"Balatbat, Querubin",Genpact BCC,2025-07-14,"Yes, on first call",,Home Loan,7/21/2025,2025-07-21,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Home Loan,No Verbatim,1,Lending Existing Customer,"Cuanico, Maria Cassandra",740048069,Digicomms,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11195153,7/22/2025 06:10:28 PM,0,Hopeless account restrictions & very difficult to withdraw or transfer funds.,994847775,AMP SAVER ACCOUNT,9,She understood my previous issues and assured me it would not happen again.,Call - Inbound,Close Account,,"Santelices, Roanne",Genpact BCC,2025-07-11,"Yes, on first call",ALL->Account Transactions_; ALL->Ease of Service_; ALL->Products-General_; Overall Comments->Ease of Service; Products->Products-General; Transactions->Account Transactions,Transaction Account,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Technology,Technology,Positive,,,with CSAT Verbatim,1,Transaction Account,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740047907,Deposit | My AMP,Yes,1,0,1,Hopeless account restrictions & very difficult to withdraw or transfer funds. ALL->Account Transactions_; ALL->Ease of Service_; ALL->Products-General_; Overall Comments->Ease of Service; Products->Products-General; Transactions->Account Transactions Technology Technology nan,9 nan,hopeless account restrictions difficult withdraw transfer funds allaccount transactions allease allproductsgeneral overall commentsease productsproductsgeneral transactionsaccount transactions technology,
11195145,7/22/2025 05:07:40 PM,9,Prompt response to my queries. Polite and helpful call centre staff. Reliable banking app.,110506847,AMP SAVER ACCOUNT,10,Courteous polite helpful .Able to supply answers to my request promptly. Thank you Marichel.,Call - Inbound,Maintenance / Servicing,,"Alog, Marichel",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Calling AMP_; ALL->Dependable/Reliable_; ALL->Digital-Technical Issues_; ALL->Helpfulness_; ALL->Mobile App_; ALL->Personability_; ALL->Timeliness_; Digital Experience->Digital-Technical Issues; Digital Experience->Mobile App; Effort/Resolution->Timeliness; Overall Comments->Dependable/Reliable; People Interaction->Helpfulness; People Interaction->Personability; Phone/Call Center->Calling AMP,Account Details,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Account Details,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048468,Deposit | My AMP,Yes,1,0,1,Prompt response to my queries. Polite and helpful call centre staff. Reliable banking app. ALL->Calling AMP_; ALL->Dependable/Reliable_; ALL->Digital-Technical Issues_; ALL->Helpfulness_; ALL->Mobile App_; ALL->Personability_; ALL->Timeliness_; Digital Experience->Digital-Technical Issues; Digital Experience->Mobile App; Effort/Resolution->Timeliness; Overall Comments->Dependable/Reliable; People Interaction->Helpfulness; People Interaction->Personability; Phone/Call Center->Calling AMP 0 nan nan,10 nan,prompt response queries polite helpful centre reliable banking app allcalling amp alldependablereliable alldigitaltechnical issues allhelpfulness allmobile app allpersonability alltimeliness digital experiencedigitaltechnical issues digital experiencemobile app effortresolutiontimeliness overall commentsdependablereliable people interactionhelpfulness people interactionpersonability phonecall centercalling amp,
11195134,7/22/2025 04:26:56 PM,7,Issue understood and dealt with.,TD560188286,,7,,Call - Inbound,Maintenance / Servicing,,"San Luis, Vanessa Ana",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Uncategorised_; Uncategorised,Term Deposit Maturity / Break,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Term Deposit Maturity / Break,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740036531,Deposit | My AMP,Yes,1,0,2,Issue understood and dealt with. ALL->Uncategorised_; Uncategorised 0 nan nan,7 nan,issue understood dealt alluncategorised uncategorised,
11195131,7/22/2025 04:08:25 PM,5,builder payment hasn't done yet.,807678487,,6,,Call - Inbound,Product Enquiry,my issue hasn't resolved yet,"Carlos, Frank",Genpact BCC,2025-07-21,Not yet resolved,ALL->Payments_; Transactions->Payments,Home Loan,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Other/Non product,Other/Non product,Negative,,Home lending process,Home lending process,Negative,Resolution,,with CSAT Verbatim,1,Home Loan,with Verbatim,1,Other/Non product,"Landicho, Janeth",740047163,Lending,No,0,1,1,builder payment hasn't done yet. ALL->Payments_; Transactions->Payments Home lending process Home lending process nan,6 Resolution,builder payment hasnt done yet allpayments transactionspayments home lending process home lending process,resolution
11195114,7/22/2025 02:27:24 PM,9,The service,TD840006308,,9,,Call - Inbound,Maintenance / Servicing,,"San Luis, Vanessa Ana",Genpact BCC,2025-07-16,"Yes, on first call",ALL->Uncategorised_; Uncategorised,Change Contact Details,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Change Contact Details,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740036531,Deposit | My AMP,Yes,1,0,2,The service ALL->Uncategorised_; Uncategorised 0 nan nan,9 nan,alluncategorised uncategorised,
11195106,7/22/2025 01:29:31 PM,8,,TD443924287,,8,,Call - Inbound,Forms,,"Tanes, Cherrydel",Genpact BCC,2025-07-21,"Yes, on first call",,Other,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Other,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048418,Deposit | My AMP,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,8 nan,csat verbatim,
11195091,7/22/2025 12:45:27 PM,4,Overseas bad customer service.  Those staff  doesn't know the banking  system . Wasting time.   Please hire from Australia.,430021414,OFFSET DEPOSIT ACCOUNT,10,i can't remember  the name but if faulo from Australia then was perfect. But from overseas like Filipine customer  care is nightmare. So bad. They don't know anything  . So shocking.,Call - Inbound,Maintenance / Servicing,,"Lazaro, Faulo Gleizer",Genpact BCC,2025-07-16,Not yet resolved,ALL->Knowledge and Competence_; People Interaction->Knowledge and Competence,Change Contact Details,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Positive,,,with CSAT Verbatim,1,Change Contact Details,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740042737,Lending,No,0,1,2,Overseas bad customer service.  Those staff  doesn't know the banking  system . Wasting time.   Please hire from Australia. ALL->Knowledge and Competence_; People Interaction->Knowledge and Competence Service - BCC Service - BCC nan,10 nan,overseas doesnt know banking system wasting time hire australia allknowledge competence people interactionknowledge competence bcc,
11195086,7/22/2025 12:31:57 PM,10,The person I chatted with was very helpful.,TD337503569,,10,She was very polite and quickly helped with my enquiry,Call - Inbound,Product Enquiry,,"Parado, Caitleene",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Helpfulness_; People Interaction->Helpfulness,,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048476,Digicomms,Yes,1,0,1,The person I chatted with was very helpful. ALL->Helpfulness_; People Interaction->Helpfulness 0 nan nan,10 nan,chatted helpful allhelpfulness people interactionhelpfulness,
11195027,7/22/2025 10:59:05 AM,8,I was disappointed that I did not receive call or email back after sending a secure message regarding I wanted to join to Term Deposit together that were maturing 2 days apart.,TD845066240,,9,Explained what was needed to join the two Term Deposits together but was too late then as one had already matured.,Call - Inbound,Product Enquiry,,"Mupas, Daisy",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Return Communication_; Communication->Return Communication,Term Deposit,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Term Deposit,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740035134,Deposit | My AMP,Yes,1,0,1,I was disappointed that I did not receive call or email back after sending a secure message regarding I wanted to join to Term Deposit together that were maturing 2 days apart. ALL->Return Communication_; Communication->Return Communication 0 nan nan,9 nan,disappointed receive email back sending secure message regarding wanted join term deposit together maturing days apart allreturn communication communicationreturn communication,
11195026,7/22/2025 10:56:13 AM,8,Finding what I needed to do initially was difficult. Information about term deposit renewals need to be clearer on the website.,TD730100526,,10,She was clear and helpful.,Call - Inbound,,,"Matsubara, Yuricia",Genpact BCC,2025-07-16,"Yes, on first call",ALL->Digital Transactions_; ALL->Ease of Service_; Digital Experience->Digital Transactions; Overall Comments->Ease of Service,,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048439,Deposit | My AMP,Yes,1,0,1,Finding what I needed to do initially was difficult. Information about term deposit renewals need to be clearer on the website. ALL->Digital Transactions_; ALL->Ease of Service_; Digital Experience->Digital Transactions; Overall Comments->Ease of Service 0 nan nan,10 nan,finding needed initially difficult information term deposit renewals need clearer website alldigital transactions allease digital experiencedigital transactions overall commentsease,
11195017,7/22/2025 10:47:42 AM,9,Anna clearly wanted to help solve my questions relating to a new term deposit procedure.,TD799547708,,9,Intelligent and friendly phone manner,Call - Inbound,Product Enquiry,,"Odulio, Anna",Genpact BCC,2025-07-21,Too early to tell,ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness,Transaction / Savings Account,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740037888,Deposit | My AMP,,0,0,2,Anna clearly wanted to help solve my questions relating to a new term deposit procedure. ALL->Helpfulness_; ALL->Problem Resolution_; Effort/Resolution->Problem Resolution; People Interaction->Helpfulness 0 nan nan,9 nan,anna clearly wanted solve questions relating new term deposit procedure allhelpfulness allproblem resolution effortresolutionproblem resolution people interactionhelpfulness,
11194995,7/22/2025 10:28:42 AM,10,Efficient service.,TD902556638,,9,,Call - Inbound,Maintenance / Servicing,,"Lunas, Montecarlo",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Efficiency/Organisation_; Effort/Resolution->Efficiency/Organisation,Term Deposit Maturity / Break,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Term Deposit Maturity / Break,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048252,Deposit | My AMP,Yes,1,0,1,Efficient service. ALL->Efficiency/Organisation_; Effort/Resolution->Efficiency/Organisation 0 nan nan,9 nan,efficient allefficiencyorganisation effortresolutionefficiencyorganisation,
11194989,7/22/2025 10:25:38 AM,2,"Fist, the call attender has accent capturing issues.. repeatedly taking wrong information The line has lot of background noise.  And importnatly, she didn't tell the resolution available online (increasing the daily transfer limit), I have figured it out!",649189743,AMP SAVER ACCOUNT,2,,Call - Inbound,Product Enquiry,,"Odulio, Anna",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Accuracy/Mistakes_; ALL->Communication/Clarity_; ALL->Digital-Technical Issues_; ALL->Helpfulness_; ALL->Information Accuracy_; ALL->Phone-Not Understand_; ALL->Price-General_; ALL->Problem Resolution_; ALL->Processes/Procedures_; Communication->Communication/Clarity; Communication->Information Accuracy; Digital Experience->Digital-Technical Issues; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Problem Resolution; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand; Pricing->Price-General,Transaction / Savings Account,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,,,with CSAT Verbatim,1,Transaction / Savings Account,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740037888,Deposit | My AMP,Yes,1,0,2,"Fist, the call attender has accent capturing issues.. repeatedly taking wrong information The line has lot of background noise.  And importnatly, she didn't tell the resolution available online (increasing the daily transfer limit), I have figured it out! ALL->Accuracy/Mistakes_; ALL->Communication/Clarity_; ALL->Digital-Technical Issues_; ALL->Helpfulness_; ALL->Information Accuracy_; ALL->Phone-Not Understand_; ALL->Price-General_; ALL->Problem Resolution_; ALL->Processes/Procedures_; Communication->Communication/Clarity; Communication->Information Accuracy; Digital Experience->Digital-Technical Issues; Effort/Resolution->Accuracy/Mistakes; Effort/Resolution->Problem Resolution; Effort/Resolution->Processes/Procedures; People Interaction->Helpfulness; Phone/Call Center->Phone-Not Understand; Pricing->Price-General Service - BCC Service - BCC nan",2 nan,fist attender accent capturing issues repeatedly taking wrong information line background noise importnatly didnt tell resolution available online increasing daily transfer limit figured allaccuracymistakes allcommunicationclarity alldigitaltechnical issues allhelpfulness allinformation accuracy allphonenot understand allpricegeneral allproblem resolution allprocessesprocedures communicationcommunicationclarity communicationinformation accuracy digital experiencedigitaltechnical issues effortresolutionaccuracymistakes effortresolutionproblem resolution effortresolutionprocessesprocedures people interactionhelpfulness phonecall centerphonenot understand pricingpricegeneral bcc,
11194980,7/22/2025 10:16:12 AM,9,"Communication and actions were clear, concise and actioned straight away.",711295717,AMP SAVER ACCOUNT,9,As per comments above.,Call - Inbound,,,"Matsubara, Yuricia",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Communication/Clarity_; Communication->Communication/Clarity,,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048439,Deposit | My AMP,Yes,1,0,1,"Communication and actions were clear, concise and actioned straight away. ALL->Communication/Clarity_; Communication->Communication/Clarity 0 nan nan",9 nan,communication actions clear concise actioned straight away allcommunicationclarity communicationcommunicationclarity,
11194973,7/22/2025 10:13:22 AM,0,Took me 20 minutes on hold just to access my own money,285379652,OFFSET DEPOSIT ACCOUNT,0,,Call - Inbound,Transactions,In a quicker manner without asking so many questions,"Sandocal, Shiela",Genpact BCC,2025-07-21,"Yes, on first call",ALL->Phone Wait Time_; ALL->Timeliness_; Effort/Resolution->Timeliness; Phone/Call Center->Phone Wait Time,Funds Transfer,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Professionalism,,with CSAT Verbatim,1,Funds Transfer,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048542,Lending,Yes,1,0,1,Took me 20 minutes on hold just to access my own money ALL->Phone Wait Time_; ALL->Timeliness_; Effort/Resolution->Timeliness; Phone/Call Center->Phone Wait Time Service - BCC Service - BCC nan,0 Professionalism,took minutes hold access money allphone wait time alltimeliness effortresolutiontimeliness phonecall centerphone wait time bcc,professionalism
11194848,7/22/2025 05:48:48 AM,10,Clear communication.,516397770,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST (INVESTMENT),10,"Spoke clearly, and resolved my enquiry",Call - Inbound,Maintenance / Servicing,,"Gerola, Queenie",Genpact BCC,2025-07-20,"Yes, on first call",ALL->Communication/Clarity_; Communication->Communication/Clarity,Loan Repayments,7/22/2025,2025-07-22,2025-07-27,2025-07-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Loan Repayments,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048868,Lending,Yes,1,0,2,Clear communication. ALL->Communication/Clarity_; Communication->Communication/Clarity 0 nan nan,10 nan,clear communication allcommunicationclarity communicationcommunicationclarity,
